m_ticker,ticker,comp_name,comp_name_2,exchange,currency_code,ticker_type,active_ticker_flag,comp_url,sic_4_code,sic_4_desc,zacks_x_ind_code,zacks_x_ind_desc,zacks_x_sector_code,zacks_x_sector_desc,zacks_m_ind_code,zacks_m_ind_desc,per_end_month_nbr,mr_split_date,mr_split_factor,comp_cik,country_code,country_name,comp_type,optionable_flag,sp500_member_flag,asset_type
#MAY,6600B,MAYFAIR INDUSTR,MAYFAIR INDUSTR,,,,N,,,,,,,,,,12,,,,,,,,,
#PER,6604B,PACIFIC ENERGY,PACIFIC ENERGY,,,,N,,,,,,,,,,12,,,,,,,,,
SALN,6607B,SAHLEN CORP,SAHLEN CORP,,,,N,,,,,,,,,,6,,,,,,,,,
#UN4,6613B,UNIVATION INC,UNIVATION INC,,,,N,,,,,,,,,,9,,,,,,,,,
#CAS,6630B,CACHE TECHNOLOG,CACHE TECHNOLOG,,,,N,,,,,,,,,,2,,,,,,,,,
AARE,6703B,ADAMS-RUSSELL,ADAMS-RUSSELL,,,,N,,,,,,,,,,9,,,,,,,,,
HASR,6850B,HAUSERMAN INC,HAUSERMAN INC,,,,N,,,,,,,,,,6,,,,,,,,,
#NPT,6854B,NECO ENTERPRISE,NECO ENTERPRISE,,,,N,,,,,,,,,,12,,,,,,,,,
#CYB,6876B,CYBERMATICS INC,CYBERMATICS INC,,,,N,,,,,,,,,,3,,,,,,,,,
#ACS,6927B,ACS INDUSTRIES,ACS INDUSTRIES,,,,N,,,,,,,,,,12,,,,,,,,,
A,6989B,AMER MED BLDGS,AMER MED BLDGS,,,,N,,,,,,,,,,12,,,,,,,,,
SSM,6999A,SSMC INC N V,SSMC INC N V,,,,N,,,,,,,,,,12,,,,,,,,,
APPL,7076B,APPLE BANCORP,APPLE BANCORP,,,,N,,,,,,,,,,12,,,,,,,,,
#SG,7077B,STOTLER GROUP I,STOTLER GROUP I,,,,N,,,,,,,,,,12,,,,,,,,,
HFSL,7096B,HOME OWNERS SVG,HOME OWNERS SVG,,,,N,,,,,,,,,,9,,,,,,,,,
#HDR,7110B,HELDOR INDUSTRI,HELDOR INDUSTRI,,,,N,,,,,,,,,,10,,,,,,,,,
#MTE,7111B,MCS TELECOMMUNI,MCS TELECOMMUNI,,,,N,,,,,,,,,,9,,,,,,,,,
#NPS,7112B,NETWORKED PICTU,NETWORKED PICTU,,,,N,,,,,,,,,,12,,,,,,,,,
#PIL,7119B,PETROLEUM INVES,PETROLEUM INVES,,,,N,,,,,,,,,,12,,,,,,,,,
IDC,7170B,WELLS AMER CORP,WELLS AMER CORP,,,,N,,,,,,,,,,3,,,,,,,,,
#CVL,7180B,CENVILL DEVELOP,CENVILL DEVELOP,,,,N,,,,,,,,,,10,,,,,,,,,
JML,7181B,JAMES MADISON A,JAMES MADISON A,,,,N,,,,,,,,,,12,,,,,,,,,
LEOS,7182B,LEOS INDS NEW,LEOS INDS NEW,,,,N,,,,,,,,,,3,,,,,,,,,
ATEC,7200B,AT&E CORP,AT&E CORP,,,,N,,,,,,,,,,12,,,,,,,,,
CRLD,7235B,CROSSLAND SVG,CROSSLAND SVG,,,,N,,,,,,,,,,12,,,,,,,,,
#DRI,7413B,DE ROSE INDUSTR,DE ROSE INDUSTR,,,,N,,,,,,,,,,9,,,,,,,,,
CAI,7424A,CONTINENTAL AIR,CONTINENTAL AIR,,,,N,,,,,,,,,,12,,,,,,,,,
ECGI,7475B,ENVIRON CONT GR,ENVIRON CONT GR,,,,N,,,,,,,,,,12,,,,,,,,,
KCS,7477B,CONSTON CORP A,CONSTON CORP A,,,,N,,,,,,,,,,5,,,,,,,,,
TSM,7492A,TRI-STATE MOTOR,TRI-STATE MOTOR,,,,N,,,,,,,,,,12,,,,,,,,,
MRET,7506B,MERET INC,MERET INC,,,,N,,,,,,,,,,7,,,,,,,,,
MRP1,7507B,MISSION RESOURC,MISSION RESOURC,,,,N,,,,,,,,,,12,,,,,,,,,
SFEM,7510B,SFE TECH,SFE TECH,,,,N,,,,,,,,,,10,,,,,,,,,
GRR,7543B,G R I CORP,G R I CORP,,,,N,,,,,,,,,,11,,,,,,,,,
GRTA,7548B,GREAT AMER BNCP,GREAT AMER BNCP,,,,N,,,,,,,,,,12,,,,,,,,,
PFPA,7551B,PRIME FINL  A,PRIME FINL  A,,,,N,,,,,,,,,,12,,,,,,,,,
BUSL,7552B,BUSINESS LAND,BUSINESS LAND,,,,N,,,,,,,,,,6,,,,,,,,,
NLI,7553B,NEWMARK & LEWIS,NEWMARK & LEWIS,,,,N,,,,,,,,,,1,,,,,,,,,
MNF,7554B,MANHATTAN NATL,MANHATTAN NATL,,,,N,,,,,,,,,,12,,,,,,,,,
ESCO,7556A,ENVIRON SYS CO,ENVIRON SYS CO,,,,N,,,,,,,,,,6,,,,,,,,,
STGO,7566B,STEEGO CORP,STEEGO CORP,,,,N,,,,,,,,,,4,,,,,,,,,
SRI&,7610B,SPECIALTY RTLRS,SPECIALTY RTLRS,,,,N,,,,,,,,,,1,,,,,,,,,
#ERI,7632B,ERIE LACKAWANNA,ERIE LACKAWANNA,,,,N,,,,,,,,,,12,,,,,,,,,
YGOR,7920B,GRONARCTIC RES,GRONARCTIC RES,,,,N,,,,,,,,,,12,,,,,,,,,
CEQ,8101B,CENTENNIAL GRP,CENTENNIAL GRP,,,,N,,,,,,,,,,6,,,,,,,,,
GLC,8102B,GALACTIC RESRCE,GALACTIC RESRCE,,,,N,,,,,,,,,,12,,,,,,,,,
CNON,8223B,PATHE COMM CORP,PATHE COMM CORP,,,,N,,,,,,,,,,12,,,,,,,,,
ACTS,8236B,ACTION STAFFING,ACTION STAFFING,,,,N,,,,,,,,,,8,,,,,,,,,
#IOM,8237B,HUNTER RES INC,HUNTER RES INC,,,,N,,,,,,,,,,12,,,,,,,,,
ROIL,8475B,RESERVE INDS CP,RESERVE INDS CP,,,,N,,,,,,,,,,11,,,,,,,,,
CIPN,8576B,CF INCOME PARTN,CF INCOME PARTN,,,,N,,,,,,,,,,12,,,,,,,,,
NCN,8634B,NORCEN ENRGY RE,NORCEN ENRGY RE,,,,N,,,,,,,,,,12,,,,,,,,,
DRE,8791B,DRECO ENERGY SV,DRECO ENERGY SV,,,,N,,,,,,,,,,8,,,,,,,,,
CRZ,8907B,CONROCK CO,CONROCK CO,,,,N,,,,,,,,,,12,,,,,,,,,
#THR,9046B,THOR ENERGY RES,THOR ENERGY RES,,,,N,,,,,,,,,,1,,,,,,,,,
MFED,9049B,METROPL FINL CP,METROPL FINL CP,,,,N,,,,,,,,,,12,,,,,,,,,
JEM,9069B,JEWELMASTERS,JEWELMASTERS,,,,N,,,,,,,,,,1,,,,,,,,,
PWM,9085B,COLUMBIA RE INV,COLUMBIA RE INV,,,,N,,,,,,,,,,12,,,,,,,,,
CDCC,9086B,CHEMDESIGN CORP,CHEMDESIGN CORP,,,,N,,,,,,,,,,12,,,,,,,,,
#ETE,9088B,ELECTRONIC TECH,ELECTRONIC TECH,,,,N,,,,,,,,,,7,,,,,,,,,
ENZ&,9089B,ENZYMATICS INC,ENZYMATICS INC,,,,N,,,,,,,,,,12,,,,,,,,,
#WTP,9093B,WETTERAU PROPER,WETTERAU PROPER,,,,N,,,,,,,,,,12,,,,,,,,,
YSTN,9196B,STN INC,STN INC,,,,N,,,,,,,,,,12,,,,,,,,,
CMI,9232B,CLUB MED INC,CLUB MED INC,,,,N,,,,,,,,,,10,,,,,,,,,
ARIG,9255B,ARI HOLDINGS,ARI HOLDINGS,,,,N,,,,,,,,,,12,,,,,,,,,
BPS,9369B,BANPAIS SA-ADR,BANPAIS SA-ADR,,,,N,,,,,,,,,,12,,,,,,,,,
#TCS,9370B,TCS ENTERPRISES,TCS ENTERPRISES,,,,N,,,,,,,,,,12,,,,,,,,,
TGF&,9376B,EMERGING TIGERS,EMERGING TIGERS,,,,N,,,,,,,,,,11,,,,,,,,,
Y49Y,9389A,ANDREWS GRP INC,ANDREWS GRP INC,,,,N,,,,,,,,,,12,,,,,,,,,
BN,9441B,BORDEN INC,BORDEN INC,,,,N,,,,,,,,,,12,,,,,,,,,
CHOD,9624,CHODAI CO LTD,CHODAI CO LTD,,,,N,,,,,,,,,,9,,,,,,,,,
HECH,9668B,HECHINGER CO,HECHINGER CO,,,,N,,,,,,,,,,1,,,,,,,,,
BBT&,9673B,BLACKROCK 1998,BLACKROCK 1998,,,,N,,,,,,,,,,12,,,,,,,,,
BIV,9677B,BIG V SUPERMKTS,BIG V SUPERMKTS,,,,N,,,,,,,,,,12,,,,,,,,,
BBE,9703B,BELDEN & BLAKE,BELDEN & BLAKE,,,,N,,,,,,,,,,12,,,,,,,,,
ZLOG,9725B,ZILOG INC -OLD,ZILOG INC -OLD,,,,N,,,,,,,,,,12,,,,,,,,,
AMTL,9726B,AMTROL INC,AMTROL INC,,,,N,,,,,,,,,,12,,,,,,,,,
CMKI,9829B,CORE-MARK INTL,CORE-MARK INTL,,,,N,,,,,,,,,,12,,,,,,,,,
CINC,9875B,COMP INNOVATNS,COMP INNOVATNS,,,,N,,,,,,,,,,12,,,,,,,,,
FNK,9886B,FIRST MD BCP,FIRST MD BCP,,,,N,,,,,,,,,,12,,,,,,,,,
CMP,9887B,O&Y PPTIES CORP,O&Y PPTIES CORP,,,,N,,,,,,,,,,1,,,,,,,,,
KNCI,9895B,KINETIC CON-OLD,KINETIC CON-OLD,,,,N,,,,,,,,,,12,,,,,,,,,
BSPT,9896B,BELL SPORTS,BELL SPORTS,,,,N,,,,,,,,,,6,,,,,,,,,
RVW,9900B,RIVERWOOD INTL,RIVERWOOD INTL,,,,N,,,,,,,,,,12,,,,,,,,,
MED,9970B,MEDIQ INC,MEDIQ INC,,,,N,,,,,,,,,,9,,,,,,,,,
AMSN,9974B,AMSCAN HOLDINGS,AMSCAN HOLDINGS,,,,N,,,,,,,,,,12,,,,,,,,,
OM,9975B,OUTBOARD MARINE,OUTBOARD MARINE,,,,N,,,,,,,,,,9,,,,,,,,,
A2,A,AGILENT TECH,"Agilent Technologies, Inc.",NYSE,USD,S,Y,http://www.agilent.com,3826,Analytical instruments,260,ELEC TEST EQUIPTMENT,10,Computer and Technology,34,ELECTRONICS,10,,,0001090872,US,UNITED STATES,1,Y,Y,COM
ASRA,A.1,ASTRA AB-A ADR,ASTRA AB-A ADR,,,,N,,,,,,,,,,12,,,,,,,,,
ATTW,A.3,ATTWOODS PLC,ATTWOODS PLC,,,,N,,,,,,,,,,7,,,,,,,,,
AA2,AA,ALCOA CORP,Alcoa Corp.,NYSE,USD,S,Y,http://www.alcoa.com,3350,"Rolling, drawing, & extruding of nonferrous metals",120,METAL PRD-DISTR,7,Industrial Products,63,METALS FABRICATING,12,,,0001675149,US,UNITED STATES,1,Y,N,COM
AAA,AAAGY,ALTANA AG-ADR,ALTANA AG-ADR,,,,N,,,,,,,,,,12,,,,,,,,,
AAAP,AAAP,ADV ACCELERATOR,Advanced Accelerator Applications S.A.,NSDQ,USD,S,Y,http://www.adacap.com,2834,Pharmaceutical preparations,106,MED-DRUGS,4,Medical,15,DRUGS,12,,,0001611787,FR,FRANCE,1,N,N,ADR
ARRB,AAB.,ASTRA AB-ADR B,ASTRA AB-ADR B,,,,N,,,,,,,,,,12,,,,,,,,,
AABC,AABC,ACCESS ANYTIME,ACCESS ANYTIME,,,,N,,,,,,,,,,12,,,,,,,,,
AAC3,AAC,AAC HOLDINGS,"AAC Holdings, Inc.",NYSE,USD,S,Y,http://www.americanaddictioncenters.com,8093,"Specialty outpatient clinics, not elsewhere classified",111,MED-OUTP/HM CRE,4,Medical,16,MEDICAL CARE,12,,,0001606180,US,UNITED STATES,1,Y,N,COM
OLYM,AAC.,ARCADIA FINL,ARCADIA FINL,,,,N,,,,,,,,,,12,,,,,,,,,
AAC#,AACAF,AAC TECH HLDGS,AAC TECH HLDGS,OTC,,S,Y,,,,,,,,,,12,,,,,,,,,
AACA,AACAY,AAC TECH HLDGS,AAC Technologies Holdings Inc.,OTC,USD,S,Y,http://www.aactechnologies.com,3669,"Communications equipment, not elsewhere classified",50,ELEC-MISC COMPONENTS,10,Computer and Technology,34,ELECTRONICS,12,,,0001447647,CN,CHINA,1,N,N,ADR
ALLI,AACB,ALLIANCE ATLNTS,ALLIANCE ATLNTS,,,,N,,,,,,,,,,12,,,,,,,,,
AACC,AACC,ASSET ACCEPTNCE,ASSET ACCEPTNCE,NSDQ,,,N,,,,,,,,,,12,,,,,,,,,
AACE,AACE,ACE CASH EXPRES,ACE CASH EXPRES,,,,N,,,,,,,,,,6,,,,,,,,,
AAT,AACI,ALL AMER COMM,ALL AMER COMM,,,,N,,,,,,,,,,12,,,,,,,,,
AAT2,AACIB,ALL AMER COMM-B,ALL AMER COMM-B,,,,N,,,,,,,,,,12,,,,,,,,,
AAC2,AACPF,AUSTRALIA ACQ,AUSTRALIA ACQ,OTC,,,N,,,,,,,,,,6,,,,,,,,,
AADR,AADR,WCM/BNY FOC GR,WCM/BNY FOC GR,ARCA,,E,Y,,,,,,,,,,12,,,,,,,,,
AADV,AADV,ADVANTAGE BNCRP,ADVANTAGE BNCRP,,,,N,,,,,,,,,,9,,,,,,,,,
AAE,AAE.,AMERACE CORP,AMERACE CORP,,,,N,,,,,,,,,,12,,,,,,,,,
AAEH,AAEH,ALL AMER ENERGY,ALL AMER ENERGY,OTC,,S,Y,,,,,,,,,,12,,,,,,,,,
AAF&,AAF,AMER GVT INC PO,AMER GVT INC PO,,,,N,,,,,,,,,,10,,,,,,,,,
AGP&,AAFGQ,ALL AMER FOOD,ALL AMER FOOD,,,,N,,,,,,,,,,10,,,,,,,,,
AAGC,AAGC,ALL AMER GOURME,ALL AMER GOURME,,,,N,,,,,,,,,,1,,,,,,,,,
Y53Y,AAGI.,ANGLO AMER GOLD,ANGLO AMER GOLD,,,,N,,,,,,,,,,2,,,,,,,,,
AAG2,AAGIY,AIA GROUP LTD,AIA GROUP LTD,OTC,USD,S,Y,http://www.aia.com,6311,Life insurance,87,INS-LIFE,13,Finance,49,INSURANCE,11,,,0001511634,CN,CHINA,7,N,N,COM
AAH,AAH,AMBASSADOR APTS,AMBASSADOR APTS,,,,N,,,,,,,,,,12,,,,,,,,,
VJET,AAI,AIRTRAN HLDGS,AIRTRAN HLDGS,,,,N,,,,,,,,,,12,,,,,,,,,
AWT,AAI.1,AQUA ALLIANCE,AQUA ALLIANCE,,,,N,,,,,,,,,,10,,,,,,,,,
AAII,AAII.,AAIPHARMA INC,AAIPHARMA INC,,,,N,,,,,,,,,,12,,,,,,,,,
#PCS,AAIIQ,ALABAMA AIRCRFT,Alabama Aircraft Industries Inc.,OTC,USD,S,Y,http://www.pemcoair.com,3721,Aircraft,3,AEROSP/DEF EQ,11,Aerospace,38,AEROSPACE/DEFENSE,12,1998-04-15,0.25,0000771729,US,UNITED STATES,1,N,N,COM
AAI2,AAIR,AVANTAIR INC,Avantair Inc.,OTC,USD,S,Y,http://www.avantair.com,4522,"Air transportation, nonscheduled",187,TRANS-AIRLINE,15,Transportation,57,TRANSPORT-AIR,6,,,0001303849,US,UNITED STATES,1,N,N,COM
AAIR,AAIR2,AIRWAYS CORP,AIRWAYS CORP,,,,N,,,,,,,,,,3,,,,,,,,,
AAI3,AAIT,ISHARS-M AC AIT,ISHARS-M AC AIT,NSDQ,,,N,,,,,,,,,,12,,,,,,,,,
GOAA,AAIX,AMER ADVENTURE,AMER ADVENTURE,,,,N,,,,,,,,,,9,,,,,,,,,
AAL,AAL,AMER AIRLINES,"American Airlines Group, Inc.",NSDQ,USD,S,Y,http://www.aa.com,4512,"Air transportation, scheduled",187,TRANS-AIRLINE,15,Transportation,57,TRANSPORT-AIR,12,,,0000006201,US,UNITED STATES,1,Y,Y,COM
AXD,AAL.,ALEX & ALEX SVC,ALEX & ALEX SVC,,,,N,,,,,,,,,,12,,,,,,,,,
AALR,AALR,ADV LOGIC RESH,ADV LOGIC RESH,,,,N,,,,,,,,,,9,,,,,,,,,
AAMC,AAMC,ALTISOURCE ASST,Altisource Asset Management Corp,ARCA,USD,S,Y,http://www.altisourceamc.com,6500,Real estate,63,FIN-INVEST MGMT,13,Finance,50,INVEST BKRS/MGMT,12,,,0001555074,US,UNITED STATES,10,N,N,COM
AAM&,AAMC.,AMER ASSET MGMT,AMER ASSET MGMT,,,,N,,,,,,,,,,12,,,,,,,,,
AAMD,AAMD,AMER MEDCENTER,AMER MEDCENTER,,,,N,,,,,,,,,,12,,,,,,,,,
AAME,AAME,ATLANTIC AMERCN,Atlantic American Corporation,NSDQ,USD,S,Y,http://www.atlam.com,6311,Life insurance,85,INS-ACC & HLTH,13,Finance,49,INSURANCE,12,1986-11-04,1.25,0000008177,US,UNITED STATES,7,N,N,COM
AMR,AAMRQ,AMR CORP,AMR CORP,OTC,,,N,,,,,,,,,,12,,,,,,,,,
ARON,AAN,AARONS INC,"Aaron's,  Inc.",NYSE,USD,S,Y,http://www.aarons.com,7359,"Equipment rental & leasing, not elsewhere classified",156,RETAIL-CONS ELC,3,Retail/Wholesale,14,NONFOOD RETAIL/WH,12,2010-04-16,1.5,0000706688,US,UNITED STATES,1,Y,N,COM
AROB,AAN.,AARONS INC-OLD,AARONS INC-OLD,,,,N,,,,,,,,,,12,,,,,,,,,
AANB,AANB,ABIGAIL ADAMS,ABIGAIL ADAMS,,,,N,,,,,,,,,,12,,,,,,,,,
TTRE,AANI,AMEDIA NETWORKS,AMEDIA NETWORKS,,,,N,,,,,,,,,,12,,,,,,,,,
AAOI,AAOI,APPLIED OPTOELE,"Applied Optoelectronics, Inc.",NSDQ,USD,S,Y,http://www.ao-inc.com,3674,Semiconductors & related devices,49,ELEC COMP-SEMIC,10,Computer and Technology,33,ELECTRON-SEMI,12,,,0001158114,US,UNITED STATES,1,Y,N,COM
#AAO,AAON,AAON INC,"AAON, Inc.",NSDQ,USD,S,Y,http://www.aaon.com,3585,Refrigeration & heating equipment,22,BLDG PRD-AIR/HT,8,Construction,28,BUILDING PRODS,12,2014-07-17,1.5,0000824142,US,UNITED STATES,1,Y,N,COM
AAP2,AAP,ADVANCE AUTO PT,Advance Auto Parts Inc,NYSE,USD,S,Y,http://www.advanceautoparts.com,5531,Auto & home supply stores,9,RET/WHL-AUTO PT,3,Retail/Wholesale,14,NONFOOD RETAIL/WH,12,2005-09-26,1.5,0001158449,US,UNITED STATES,1,Y,Y,COM
AAP,AAP.,AMWAY ASIA PAC,AMWAY ASIA PAC,,,,N,,,,,,,,,,8,,,,,,,,,
AAPC,AAPC,ATLANTIC AL PTR,Atlantic Alliance Partnership Corp.,NSDQ,USD,S,Y,,7990,Miscellaneous amusement & recreation services,500,UNCLASSIFIED,17,Unclassified,70,UNCLASSIFIED,12,,,0001630940,US,UNITED STATES,10,N,N,COM
SLPT,AAPJ,AAP INC,AAP Inc.,OTC,USD,S,Y,,3661,Telephone & telegraph apparatus,230,Communications Components,10,Computer and Technology,36,TELECOMM EQUIP,12,1998-07-08,0.25,,,,1,N,N,COM
AAPL,AAPL,APPLE INC,Apple Inc.,NSDQ,USD,S,Y,http://www.apple.com,3571,Electronic computers,199,COMP-MINI,10,Computer and Technology,31,COMPUTER/OFFICE EQUIP,9,2014-06-09,7.0,0000320193,US,UNITED STATES,1,Y,Y,COM
AAR,AAR.1,ADAMS-RUSSELL,ADAMS-RUSSELL,,,,N,,,,,,,,,,9,,,,,,,,,
AARN,AARN,AARON BROTHERS,AARON BROTHERS,,,,N,,,,,,,,,,1,,,,,,,,,
AASA,AASAY,APASCO SA DE CV,APASCO SA DE CV,,,,N,,,,,,,,,,12,,,,,,,,,
AASI,AASI.,AMHERST ASSOC,AMHERST ASSOC,,,,N,,,,,,,,,,12,,,,,,,,,
AASL,AASL,AMERICAS SUPPLR,AMERICAS SUPPLR,OTC,,S,Y,,,,,,,,,,12,,,,,,,,,
SAGC,AASP,ALL-AMERICAN SP,All-American SportPark Inc.,OTC,USD,S,Y,http://www.cgclv.com,5900,Miscellaneous retail,92,LEISURE&REC SVS,2,Consumer Discretionary,9,LEISURE SERVICES,12,,,0000930245,US,UNITED STATES,1,N,N,COM
AAT4,AAT,AMER ASSETS TR,"American Assets Trust, Inc.",NYSE,USD,S,Y,http://www.americanassetstrust.com,6798,Real estate investment trusts,264,REIT-EQTY TRUST - RETAIL,13,Finance,52,REAL ESTATE,12,,,0001500217,US,UNITED STATES,3,Y,N,COM
AAT&,AAT.,ALL AM TERM TR,ALL AM TERM TR,,,,N,,,,,,,,,,12,,,,,,,,,
AATD,AATDF,AA LTD ORD UK,AA PLC,OTC,USD,S,Y,,6411,"Insurance agents, brokers, & service",88,INS-MULTI LINE,13,Finance,49,INSURANCE,1,,,,,,,N,N,COM
AAT3,AATI,ADV ANALGC TECH,ADV ANALGC TECH,,,,N,,,,,,,,,,12,,,,,,,,,
AATI,AATI.,ANALYSIS & TECH,ANALYSIS & TECH,,,,N,,,,,,,,,,3,,,,,,,,,
AATT,AATT,AAVID THERMAL,AAVID THERMAL,,,,N,,,,,,,,,,12,,,,,,,,,
AMML,AAU,ALMADEN MINERAL,"Almaden Minerals, Ltd.",ARCA,USD,S,Y,http://www.almadenminerals.com,1000,Metal mining,114,MINING -GOLD,6,Basic Materials,20,METALS-NON FERR,12,,,0001015647,CA,CANADA,1,Y,N,CDN
AAUK,AAUKY,ANGLO AMER -PLC,Anglo American PLC,OTC,,,N,,,,,,,,,,12,,,,,,,,,
AVNN,AAV,ADV OIL&GAS LTD,Advantage Oil & Gas Ltd,NYSE,USD,S,Y,http://www.advantageog.com,1311,Crude petroleum & natural gas,134,OIL&GAS-DRILL,12,Oils/Energy,41,OIL MACH/SVC/DRILL,12,,,0001468079,CA,CANADA,1,Y,N,CDN
AAVX,AAVX,E-TRC DS 1M S5V,E-TRC DS 1M S5V,INDX,,,N,,,,,,,,,,12,,,,,,,,,
TFGC,AAWC,ALEXANDRIA ADV,ALEXANDRIA ADV,OTC,,S,Y,,,,,,,,,,9,,,,,,,,,
ALAS,AAWHQ,ATLAS AIR WORLD,ATLAS AIR WORLD,,,,N,,,,,,,,,,12,,,,,,,,,
AAWW,AAWW,ATLAS AIR WORLD,Atlas Air Worldwide Holdings,NSDQ,USD,S,Y,http://www.atlasair.com,4522,"Air transportation, nonscheduled",186,TRANS-AIR FRGHT,15,Transportation,57,TRANSPORT-AIR,12,,,0001135185,US,UNITED STATES,1,Y,N,COM
AAXJ,AAXJ,ISHARS-MS AS-JP,iShares MSCI All Country Asia ex Japan ETF,NSDQ,,E,Y,,,,,,,,,,12,,,,,,,,,
TASR,AAXN,AXON ENTERPRISE,"TASER International, Inc.",NSDQ,USD,S,Y,http://www.taser.com,3480,"Ordnance & accessories, except vehicles & guided missiles",146,PROTECTION-SFTY,7,Industrial Products,24,IND PRODS/SVC,12,2004-11-30,2.0,0001069183,US,UNITED STATES,1,Y,N,COM
AAXT,AAXT,AAMAXAN TRNSPRT,AAMAXAN TRNSPRT,OTC,,S,Y,,,,,,,,,,1,,,,,,,,,
AC1,AB,ALLIANCEBERNSTN,AllianceBernstein Holding L.P.,NYSE,USD,S,Y,http://www.abglobal.com,6282,Investment advice,63,FIN-INVEST MGMT,13,Finance,50,INVEST BKRS/MGMT,12,1998-04-03,2.0,0000825313,US,UNITED STATES,10,Y,N,MLP
ABPI,AB.2,ABI AM BUSPHONE,ABI AM BUSPHONE,,,,N,,,,,,,,,,6,,,,,,,,,
ABSB,AB.3,ALEX BROWN INC,ALEX BROWN INC,,,,N,,,,,,,,,,12,,,,,,,,,
ABA,ABA.,AMER BAKERIES,AMER BAKERIES,,,,N,,,,,,,,,,12,,,,,,,,,
OINK,ABAC,AOXIN TIANLI GP,"Aoxin Tianli Group, Inc.",NSDQ,USD,S,Y,http://www.aoxintianli-china.com,200,Agricultural production - livestock & animal specialties,275,Agriculture/Products,6,Basic Materials,60,Agribusiness,12,2016-09-09,0.25,0001486299,CN,CHINA,1,N,N,COM
ABC2,ABACQ,ABACAN RESOURCE,ABACAN RESOURCE,,,,N,,,,,,,,,,12,,,,,,,,,
ABA2,ABAN,AMER BANCSHS/FL,AMER BANCSHS/FL,,,,N,,,,,,,,,,12,,,,,,,,,
ABAN,ABAN.,ATLANTIC BANCOR,ATLANTIC BANCOR,,,,N,,,,,,,,,,12,,,,,,,,,
#CLZ,ABAT,ADV BATTRY TECH,Advanced Battery Technologies Inc.,OTC,,,N,,,,,,,,,,12,,,,,,,,,
ABAX,ABAX,ABAXIS INC,"ABAXIS, Inc.",NSDQ,USD,S,Y,http://www.abaxis.com,3829,"Measuring & controlling devices, not elsewhere classified",104,MED PRODUCTS,4,Medical,17,MED PRODS,3,,,0000881890,US,UNITED STATES,1,Y,N,COM
ABB,ABB,ABB LTD-ADR,ABB Ltd,NYSE,USD,S,Y,http://www.abb.com,3613,Switchgear & switchboard apparatus,97,MACH-ELECTRICAL,7,Industrial Products,25,MACHINERY-ELEC,12,,,0001091587,CH,SWITZERLAND,1,Y,N,ADR
ASEA,ABBBY,ABB AB-ADR,ABB AB-ADR,,,,N,,,,,,,,,,12,,,,,,,,,
ABBC,ABBC,ABINGTON BANCRP,ABINGTON BANCRP,,,,N,,,,,,,,,,12,,,,,,,,,
BBOV,ABBGY,ABB AG-ADR,ABB AG-ADR,,,,N,,,,,,,,,,12,,,,,,,,,
ABBK,ABBK,ABINGTON BCP,ABINGTON BCP,,,,N,,,,,,,,,,12,,,,,,,,,
ABBV,ABBV,ABBVIE INC,AbbVie Inc.,NYSE,USD,S,Y,http://www.abbvie.com,2834,Pharmaceutical preparations,225,Large Cap Pharma,4,Medical,15,DRUGS,12,,,0001551152,US,UNITED STATES,1,Y,Y,COM
ASHC,ABC,AMERISOURCEBRGN,AmerisourceBergen Corporation (Holding Co),NYSE,USD,S,Y,http://www.amerisourcebergen.com,5122,"Drugs, proprietaries, & sundries",113,MED/DENTAL-SUPP,4,Medical,17,MED PRODS,9,2009-06-16,2.0,0001140859,US,UNITED STATES,1,Y,Y,COM
ABC,ABC.1,AMER BROADCAST,AMER BROADCAST,,,,N,,,,,,,,,,12,,,,,,,,,
ABCB,ABCB,AMERIS BANCORP,Ameris Bancorp,NSDQ,USD,S,Y,http://www.amerisbank.com,6022,State commercial banks,16,BANKS-SOUTHEAST,13,Finance,47,BANKS & THRIFTS,12,2010-06-28,1.01,0000351569,US,UNITED STATES,2,Y,N,COM
BHW,ABCD,CAMBIUM LEARNG,"Cambium Learning Group, Inc.",NSDQ,USD,S,Y,http://www.cambiumlearning.com,2741,Miscellaneous publishing,172,SCHOOLS,2,Consumer Discretionary,12,OTHER CONS DISC,12,2009-12-09,0.65,0001466815,US,UNITED STATES,1,N,N,COM
ABCE,ABCE,ABCO ENERGY NEW,"ABCO Energy, Inc.",OTC,USD,S,Y,http://www.abcosolar.com,1700,Construction - special trade contractors,50,ELEC-MISC COMPONENTS,10,Computer and Technology,34,ELECTRONICS,12,2017-01-13,0.1,0001300938,US,UNITED STATES,1,N,N,COM
ABCI,ABCI.,ALLIED BANK CAP,ALLIED BANK CAP,,,,N,,,,,,,,,,12,,,,,,,,,
HNFC,ABCL,ALLIANCE BNCP,ALLIANCE BNCP,,,,N,,,,,,,,,,12,,,,,,,,,
ABCN,ABCN,AMER BANCRP NEV,AMER BANCRP NEV,,,,N,,,,,,,,,,12,,,,,,,,,
ABC3,ABCO,ADVISORY BOARD,The Advisory Board Company,NSDQ,USD,S,Y,http://www.advisory.com,8741,Management services,285,Medical Services,4,Medical,16,MEDICAL CARE,12,2012-06-19,2.0,0001157377,US,UNITED STATES,1,Y,N,COM
ABCO,ABCO.,AMERICAN BLDG,AMERICAN BLDG,,,,N,,,,,,,,,,12,,,,,,,,,
